project,clock_name,modality,cell_type,feature,coefficient,importance,rank,model_type
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:117094769-117095269,0.0355921193406269,0.0230676513046717,140,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:117162861-117163361,0.0482430154562989,0.0220204382240959,178,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:121224431-121224931,-0.0534790560289945,0.0272479430335413,67,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:123665779-123666279,-0.0511178942030886,0.025494320460319,87,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:123667507-123668007,-0.0638806147884313,0.0272801166489603,63,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:123706182-123706682,-0.0472334392921146,0.0217742390451914,186,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:23293094-23293594,0.0520047234453069,0.0240516036000431,114,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:60978339-60978839,-0.0538284373247307,0.0310402414266423,33,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:63872259-63872759,0.0704513693806703,0.0309872446058461,34,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:69968779-69969279,0.0620222507333387,0.0225108549615734,158,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:75788296-75788796,0.0507185441310507,0.0222194907658554,168,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:8053261-8053761,-0.0633997755538302,0.027467872815609,61,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr10:97583941-97584441,0.0459541489628782,0.0253675383945007,90,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:10779155-10779655,0.0710791726251751,0.0400293134075088,10,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:10788570-10789070,0.070861544783773,0.0359431985297867,13,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:109687486-109687986,0.0838485980028809,0.1170212958574082,0,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:109689913-109690413,0.0342314320933114,0.0307808195379282,37,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:109711944-109712444,-0.0746408777253399,0.0342746158372408,21,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:130510307-130510807,-0.0617675372597757,0.0294800326704683,43,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:14417602-14418102,-0.0512520095814406,0.0238756475948211,118,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:1760352-1760852,0.0697918574624857,0.0295277255212935,42,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:19539799-19540299,0.0492678002167322,0.0343125057435948,20,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:35166702-35167202,0.0367047389296055,0.0228901238025002,144,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:45658540-45659040,0.0436814251078644,0.0221802884075517,170,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:156177922-156178422,-0.0581973103823256,0.0283565679004406,54,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:162011373-162011873,-0.0593983707548074,0.0218229519650447,184,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:171817619-171818119,0.0379247987787364,0.0215557453798584,199,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr11:73576242-73576742,-0.0437878525100165,0.0220667310710356,176,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:181437097-181437597,-0.0464743390643831,0.0231443016217118,137,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:199287599-199288099,-0.0517974124907071,0.0220526574429239,177,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:201591318-201591818,-0.0672415836156626,0.0231690509374154,136,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:212540061-212540561,0.0518361038458363,0.0270053630705388,69,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:14249300-14249800,0.0723523491678795,0.0434008377415468,9,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:221263721-221264221,0.0522990850038767,0.0232335263377145,134,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:221440576-221441076,0.0586615987922954,0.026550290182778,79,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:230153559-230154059,0.0449219899143122,0.0246881532263191,101,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:3125673-3126173,-0.0361155631484406,0.0223002797573505,163,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:233209380-233209880,-0.0477987837715954,0.0223435664144237,162,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:40794037-40794537,-0.0490479954014781,0.0221487723408514,172,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:24930107-24930607,0.0547470440028375,0.0216899039468282,189,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:26391366-26391866,-0.0533269324809992,0.0254760347450286,88,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:84912557-84913057,0.0876751634334397,0.0216437263070754,192,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:93079334-93079834,-0.0433995116398108,0.0245334203158547,105,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr12:95739782-95740282,0.0536705450627023,0.0282180426712934,55,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr13:106415882-106416382,0.0501075025704169,0.0225043014480429,159,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:31215933-31216433,0.0568117079917551,0.0305831553705835,38,RidgeCV
pfc_to_hypo,pfc_to_hypo_all_pfc_ridge_clock,ATAC,All_cells,chr1:31218659-31219159,0.0918935024078165,0.076766758218469,2,RidgeCV
